Gift ID,Holiday,Gender,Age,Relationship,Budget,Max Budget,Associated Hobbies,Gift Title,Gift Summary,Rating,Link
235,Anniversary,Female,20-50,"Wife, Girlfriend, Partner",$65.00,$80,"Earrings, Jewelry, Accessory, Fashion","Kendra Scott Ari Heart Huggie Earrings for Women, Fashion Jewelry",Hearts and huggies together - is there anything better? The Ari Heart Gold Huggie Earrings in Iridescent Drusy adds that little something extra to your look with its playful asymmetrical design.,4.6,https://www.amazon.com/Kendra-Scott-Huggie-Earrings-Iridescent/dp/B08GX4MNB5/ref=sr_1_1_sspa?crid=HQHFMRI681AV&dib=eyJ2IjoiMSJ9.b5y1pdfQC2BeSlK3wn3pk4u26dBGHfpVenEaJisCZ0cefRVqqIOxu66VDf7IQIMWlh3-xKhIGo2pFb4ZmmxrumI5ekapSJs_N08hY42bADcERI3pUMqqu1Ifsq9H3htX5_kkAteXWLVhCMj8XBQX4y2qrCx7Qi5pk4JLovToGE6HXCGqp3lNBWDJ1HtqPfZRAQlKJhTeHMTswYrr8hXwGR22Ix_F42DpeWUGz8QWWw63vJg0o6mjKq28AxpPiaLBlQphGjxU69rIftZiuI7uht-bj_MGjikdxc3NF4okhh0.wOzLBK9ESwmsgzvNsEVNMJU_5eEn_tfnby2LpSyNrU0&dib_tag=se&keywords=kendra%2Bscott%2Bearrings&qid=1729224131&sprefix=kendra%2Bscott%2Bearrings%2Caps%2C107&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1
236,Christmas,Female,16-50,"Friend, Sibling, Mother, Partner, Daughter, Girlfriend",$36,$50,"Handbag, Tote, Canvas, Accessory, Beach, Bag, Everyday, Fashion","kate spade new york Cute Extra Large Canvas Tote Bag for Women, Canvas Beach Bag, Book Tote with Pocket, Stack of Classics","Cute tote bag is made of a heavyduty canvas that makes it durable enough to withstand daily use, but still light enough to carry comfortably. Canvas bag for women features two straps that are long enough to be worn over the shoulder and an interior pocket to store pens, jewelry, and more for quick access. Kate Spade's cute tote bags for women are the perfect size to accessorize as a small beach tote, weekender tote, or a reusable grocery bag so you can keep all your favorites close.",4.9,https://www.amazon.com/Kate-Spade-New-York-Classics/dp/B0CLF6BBRV/ref=sxin_16_pa_sp_search_thematic_sspa?content-id=amzn1.sym.cf78a22c-e90f-46b3-9c78-94568bffa550%3Aamzn1.sym.cf78a22c-e90f-46b3-9c78-94568bffa550&crid=63CDNFTVB041&cv_ct_cx=kate+spade&dib=eyJ2IjoiMSJ9.kSB7orNBu7nQfQM991J99zIBijJVXph2YrMX29fnsA8ki-MivtWUlNEcqzRxax5iF2kTNBPKb6Sxe3slBTy0Zw._J66pxg0YZ9HX6CdgjIIcrp452jVI64ZllMUf8bpr8c&dib_tag=se&keywords=kate+spade&pd_rd_i=B0CLF6BBRV&pd_rd_r=204dcc8b-25a8-43c5-a4bb-de9340a22d7a&pd_rd_w=gq1j5&pd_rd_wg=qeWYD&pf_rd_p=cf78a22c-e90f-46b3-9c78-94568bffa550&pf_rd_r=S3VG20KQNCVE79YJ5WZD&qid=1729224238&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=kate+spade%2Caps%2C126&sr=1-2-7efdef4d-9875-47e1-927f-8c2c1c47ed49-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM&psc=1
237,Christmas,Female,16-50,"Friend, Sibling, Mother, Partner, Daughter, Girlfriend, Wife",$40,$50,"Everyday, Planner, Journal, Work, Agenda","Kate Spade New York 2025 Large Weekly & Monthly Planner, 12 Month Soft Cover Agenda Dated January 2025-December 2025, Cute Planner with Stickers & Spiral Binding, Here We Go Again","Stay organized in style with the Kate Spade 2025 Planner, a chic essential for anyone who values both functionality and flair. Featuring a stunning design with signature Kate Spade prints, this planner combines elegance with practicality.",4.6,https://www.amazon.com/Monthly-Planner-January-2025-December-Stickers/dp/B0DBJ79FKX/ref=sr_1_31?crid=63CDNFTVB041&dib=eyJ2IjoiMSJ9.V0xw157yA2NB7v6SpDlg4wHLHJUfChYjd_j9RBpV8vPp_ftYrpPe3tjVfuC1Dy432-T66eHIR0zQXN3dKA6as1cRCE-i50A0FuDKaF0rc7rlO_IJAW53V7-Zg6zJPdz9S5fLJITCyx1R-9kXLyGFU92oc37G2u9xMY2Fz4yIlrcpLYbfblQ3nP1HtR5XdvmJWH34N0Zrjx-Cm1KojJ6ThZ6-K1cV9ic_90ELsIbxQ-ZN12xpyDXHFlLX8154cNAjfXd3Z0OZaCKxWKUrCbrfJuMzhCySpRPEYYz-oZ7JAoA.ScfUN7ZmDf6uDHvR3E3AWTxOdUe32uFDRuJ4DV7Nne4&dib_tag=se&keywords=kate%2Bspade&qid=1729224354&sprefix=kate%2Bspade%2Caps%2C126&sr=8-31&th=1
238,Christmas,Female,20-60,"Friend, Sibling, Mother, Partner, Daughter, Grandma, Wife, Girlfriend",$29,$50,"Cooking, Kitchen, Home, Everyday","Kate Spade New York Cherry Dot Kitchen Towel, Oven Mitt & Pot Holder 4-Pack Set, 17"" x 28"", 7"" x 13"", 7"" x 10"", White/Red/Blue","Add a playful touch to your kitchen with the Kate Spade New York Cherry Dot Kitchen Towel, Oven Mitt & Pot Holder 4-Pack Set. This delightful collection features a charming cherry dot design that brings a pop of color and fun to your cooking space. Crafted from high-quality, durable materials, each piece in the set is designed for both functionality and style. The kitchen towel is absorbent and perfect for drying dishes or hands, while the oven mitt and pot holder provide essential protection when handling hot pots and pans.",4.5,https://www.amazon.com/Kate-Spade-New-York-Kitchen/dp/B0CFYLCN9S/ref=sr_1_43?crid=63CDNFTVB041&dib=eyJ2IjoiMSJ9.V0xw157yA2NB7v6SpDlg4wHLHJUfChYjd_j9RBpV8vPp_ftYrpPe3tjVfuC1Dy432-T66eHIR0zQXN3dKA6as1cRCE-i50A0FuDKaF0rc7rlO_IJAW53V7-Zg6zJPdz9S5fLJITCyx1R-9kXLyGFU92oc37G2u9xMY2Fz4yIlrcpLYbfblQ3nP1HtR5XdvmJWH34N0Zrjx-Cm1KojJ6ThZ6-K1cV9ic_90ELsIbxQ-ZN12xpyDXHFlLX8154cNAjfXd3Z0OZaCKxWKUrCbrfJuMzhCySpRPEYYz-oZ7JAoA.ScfUN7ZmDf6uDHvR3E3AWTxOdUe32uFDRuJ4DV7Nne4&dib_tag=se&keywords=kate+spade&qid=1729224354&sprefix=kate+spade%2Caps%2C126&sr=8-43
239,Christmas,Female,12-30,"Partner, Friend, Wife, Sister, Niece, Girlfriend",$7,$15,"Coloring, Fun, Play, Art, Cozy, Relaxation","Little Corner: Coloring Book for Adults and Teens, Super Cute Designs of Cozy, Hygge Spaces for Relaxation (Cozy Spaces Coloring)","If you enjoy decorating your own cozy room, this Little Corner Coloring Book is for you.This book features 40 illustrations of places with super cute decor, such as a fully equipped kitchen, a dreamy bedroom, a wooden fireplace, and many more!
It's an ideal present for yourself, your family members, and your coloring buddy.",4.7,https://www.amazon.com/Little-Corner-Coloring-Designs-Relaxation/dp/B0D5HVSW5T/ref=sr_1_6?crid=36LVGMPT7UG6W&dib=eyJ2IjoiMSJ9.1OXZO_ljpSG_uVSngKKhSwfdeGmi1ZV-drRLhazkw6hb7QRsx3wLEUMWiuXCYAl7wpyFvWaEW1CSZWEUUm_czzyonjEr_doEyWPgwlgZ5g3iISMQXMbq7RFs58rurUwrw82v29T0sAu5ye1nmbV2SoFQqO3wSjoH1adIBfxxAP1s8xvSNziK_keDfi8gADg8R1wexwvH_uO4sXLlyrT8mHdCBCBtoVXj-tOglx6AssQKQE9ChYx3zgdEAaj8atrJIQHLeZhWIo1WRe3AtmATsU44HzvnYJD2eP05bZNOBvg.4B3ijqEP5QJ4vZpwYEvWhJwoc9paWT9RA8lZaed51u4&dib_tag=se&keywords=coloring+book&qid=1729274266&sprefix=coloring+book%2Caps%2C107&sr=8-6
240,Christmas,Female,12-30,"Partner, Friend, Wife, Sister, Niece, Girlfriend",$7,$15,"Coloring, Fun, Play, Art, Cozy, Relaxation, Animals",Cozy Friends: Coloring Book for Adults and Teens Featuring Super Cute Animal Characters with Easy and Simple Designs for Relaxation (Cozy Spaces Coloring),"This book is filled with familiar everyday activities of super cute animal characters. You'll discover many interesting hidden stories. Things like doing laundry, cooking, and cleaning have never been this fun! And it's even better when you do them with Cozy Friends. Get comfy and grab your colors to create some awesome and fun pictures. This 'Cozy Friends Coloring Book' includes 40 hand-drawn pages ready for coloring, super cute coloring pages for stress relief and relaxation, and single-sided pages to prevent bleed-through.",4.8,https://www.amazon.com/Cozy-Friends-Featuring-Characters-Relaxation/dp/B0D4YLQRMP/ref=bmx_dp_hn5z6gxo_d_sccl_2_4/144-8539364-2380452?pd_rd_w=ltMFH&content-id=amzn1.sym.088efd89-6be9-4246-acb9-556ef19cf908&pf_rd_p=088efd89-6be9-4246-acb9-556ef19cf908&pf_rd_r=ARVX116NZDCPV2QKB3GC&pd_rd_wg=B09bV&pd_rd_r=a5855ff4-cc5e-4151-ad73-fb09bea9bf62&pd_rd_i=B0D4YLQRMP&psc=1
241,Christmas,"Female, Male",2-10,"Child, Kid, Sibling, Brother, Sister, Niece, Nephew",$4,$10,"Coloring, Fun, Play, Art, Cozy, Relaxation, Kids, Bluey",Bluey: Big Backyard: A Coloring Book,"This coloring book is designed for children who love Bluey! It includes 64 high-quality images designed to entertain and engage, providing hours of coloring fun. Kids can use pens, pencils, markers, paint, and crayons. These coloring pages packed with fan-favorite characters like Bluey, Bingo, and Bob Bilby will keep kids happy through road trips, plane rides, rainy days, and more.",4.9,https://www.amazon.com/Big-Backyard-Coloring-Book-Bluey/dp/0593224582/ref=sr_1_7?crid=U48QDY0JG7FC&dib=eyJ2IjoiMSJ9.zpJVmsahXHhDeWzeRLWJXJ6o17HtclkerHGG5bc0vsgPCeue5I-JyoZX6q_oSmVbigLvEBv7hSGpqdqP3-HFhXfN-jJHZCgLQwj1gEP5syx_K2uV8LhXgfYi4gKyN_IWGIs4ZLYe4gpwRBc8EtagIAtzD2fn7OLY_5jSyZ22TTaz2434q9VRDIi3unPwS7IvBB0cMp_oS4NnSRc7b09jbCRGF-SXrYWUhE8_rTj7M2HFbh1GHfJgaLow-O42abeIxhBzAASzETweSihwGqjTo2ciqzt0Tc4dj8GX4sxvkzU.C7BBn_VsU6qMZb9XsGjjHu-0f8K7Dx7omUVFc1NNvAg&dib_tag=se&keywords=children+coloring+book&qid=1729274567&sprefix=children+coloring+book%2Caps%2C90&sr=8-7
242,Christmas,"Female, Male",2-10,"Child, Kid, Sibling, Brother, Sister, Niece, Nephew",$7,$15,"Coloring, Fun, Play, Art, Cozy, Relaxation, Animals, Kids",50 Animals Coloring Book & Fun Facts for Kids: Discover a Colorful World of Amazing Animals (Educational Coloring Books for Kids by Frolic Fox),"""50 Animals Coloring Book & Fun Facts for Kids"" is not just any coloring book; it's a vibrant journey into the animal kingdom that will inspire creativity and curiosity in young minds!",4.8,https://www.amazon.com/Animals-Coloring-Book-Facts-Kids/dp/B0CLR6W836/ref=sxin_16_pa_sp_search_thematic_sspa?content-id=amzn1.sym.140400a7-1208-46ad-8d2a-eb6e8eac81b5%3Aamzn1.sym.140400a7-1208-46ad-8d2a-eb6e8eac81b5&crid=U48QDY0JG7FC&cv_ct_cx=children+coloring+book&dib=eyJ2IjoiMSJ9.ojiVD6dRFRgCKf227Vom9SFSRfJw8QFjT2qbouuqULdE88MmjtHhX9Dk-zC7c2QscEDqRo0mk2qbnUQOrNCnFw.Ap04q4sK9rRVWtMKN2th-L103_j3QsRoOkcQGomzV6Q&dib_tag=se&keywords=children+coloring+book&pd_rd_i=B0CLR6W836&pd_rd_r=f888ca18-6c32-4a4d-a4f6-f607e5fcbd7f&pd_rd_w=xt3jb&pd_rd_wg=A4CjQ&pf_rd_p=140400a7-1208-46ad-8d2a-eb6e8eac81b5&pf_rd_r=BYC8X6ZFX9MS0TR86KGB&qid=1729274701&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=children+coloring+book%2Caps%2C90&sr=1-1-6024b2a3-78e4-4fed-8fed-e1613be3bcce-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM&psc=1
243,Christmas,"Female, Male",20-60,"Partner, Friend, Husband, Wife, Boyfriend, Girlfriend, Mother, Father, Grandma, Grandpa",$24,$40,"Cooking, Food, Kitchen, Baking","Good Lookin' Cookin': A Year of Meals - A Lifetime of Family, Friends, and Food [A Cookbook]","In Good Lookin’ Cookin’ Dolly and Rachel share tips for hosting events all year long, including twelve multi-course menus of cherished recipes for New Year’s Day, Easter, Mother’s Day, Thanksgiving, Christmas, and more. You’ll learn how much butter or whipped cream goes into a “Dolly Dollop,” what condiment is almost always on the table at Parton family meals, and what special dish Rachel makes at Dolly’s request every year for her birthday. Recipes include American classics such as Country Ham and Biscuits, Barbecue Spare Ribs, Family Favorite Meatloaf, Slaw of Many Colors, Watermelon Fruit Salad, Mac and Cheese, and Strawberry Shortcake.",4.3,https://www.amazon.com/Good-Lookin-Cookin-Lifetime-Cookbook/dp/1984863169/ref=sr_1_5?crid=2QNA6GXMNL88X&dib=eyJ2IjoiMSJ9.O0nqM2ui6gMfDGLBVODduviuBiMEB61sQdz9lfN_xZTBh-YQdh-6hnuPPKoi-DbJJqMBqxRrT54Xwpuh97s5WxZADd0eeIOB2eX0V4cOLJapmUKxMo3g6KTC6OxVIhO1yahmdkI4jNcP4oovLns8uM-YTo3hOXNPP2VyaXP-cOzwDnwZu6Ek77JL7AXPfQYoxxGsYi-RJDEiBd9xUwDEHN168KhOXfkz8RiYlvihKI5QrewVFJL-Pz-LfvEwfxo1qSUTmpOWqVuR2JuSuIqF0nP6uDy-AO0_r3CTWBY-Qxk.oID9qXmXos9HJlq80fMHq-sx7WZmWBx6mDaFK1RlfnA&dib_tag=se&keywords=cook+books&qid=1729274821&sprefix=cook+books%2Caps%2C105&sr=8-5
244,Christmas,"Female, Male",20-60,"Partner, Friend, Husband, Wife, Boyfriend, Girlfriend, Mother, Father, Grandma, Grandpa",$15,$30,"Cooking, Food, Kitchen, Baking",Magnolia Table Cookbook,"Magnolia Table is infused with Joanna Gaines' warmth and passion for all things family, prepared and served straight from the heart of her home, with recipes inspired by dozens of Gaines family favorites and classic comfort selections from the couple's new Waco restaurant, Magnolia Table.",4.8,https://www.amazon.com/Magnolia-Table-Collection-Recipes-Gathering/dp/006282015X/ref=sr_1_16?crid=2QNA6GXMNL88X&dib=eyJ2IjoiMSJ9.O0nqM2ui6gMfDGLBVODduviuBiMEB61sQdz9lfN_xZTBh-YQdh-6hnuPPKoi-DbJJqMBqxRrT54Xwpuh97s5WxZADd0eeIOB2eX0V4cOLJapmUKxMo3g6KTC6OxVIhO1yahmdkI4jNcP4oovLns8uM-YTo3hOXNPP2VyaXP-cOzwDnwZu6Ek77JL7AXPfQYoy-BxgcPN0PMube1WvCtN0LBWdJY-LpvYnUBmKWfDwfFQrewVFJL-Pz-LfvEwfxo1njthy1SZR9OH1jpsbJbotK5FnDBJcd49A9tVaQdKBpY.UhhYYpCD6CjEHDUX1UzEw6TunYJo5sZB2MsxjNa--x0&dib_tag=se&keywords=cook+books&qid=1729275119&sprefix=cook+books%2Caps%2C105&sr=8-16
245,Christmas,"Female, Male",20-60,"Partner, Friend, Husband, Wife, Boyfriend, Girlfriend, Mother, Father, Grandma, Grandpa",$15,$40,"Cooking, Food, Kitchen, Baking",The Mediterranean Dish: 120 Bold and Healthy Recipes You'll Make on Repeat: A Mediterranean Cookbook,"What began as one of the first online Mediterranean food blogs has blossomed into the leading site for modern Mediterranean cooking and lifestyle with millions of readers—and now it is the inspiration for the long-awaited first cookbook from Suzy Karadsheh. In her cookbook, Suzy brings cross-culturally inspired dishes from throughout the Mediterranean into American home kitchens, using easy-to-find ingredients and easy-to-follow, tested-to-perfection recipes to make your meals more vibrant, delicious, and yes—even a little healthier, too!  ",4.6,https://www.amazon.com/Mediterranean-Dish-Healthy-Recipes-Cookbook/dp/0593234278/ref=sr_1_18?crid=2QNA6GXMNL88X&dib=eyJ2IjoiMSJ9.O0nqM2ui6gMfDGLBVODduviuBiMEB61sQdz9lfN_xZTBh-YQdh-6hnuPPKoi-DbJJqMBqxRrT54Xwpuh97s5WxZADd0eeIOB2eX0V4cOLJapmUKxMo3g6KTC6OxVIhO1yahmdkI4jNcP4oovLns8uM-YTo3hOXNPP2VyaXP-cOzwDnwZu6Ek77JL7AXPfQYoy-BxgcPN0PMube1WvCtN0LBWdJY-LpvYnUBmKWfDwfFQrewVFJL-Pz-LfvEwfxo1njthy1SZR9OH1jpsbJbotK5FnDBJcd49A9tVaQdKBpY.UhhYYpCD6CjEHDUX1UzEw6TunYJo5sZB2MsxjNa--x0&dib_tag=se&keywords=cook+books&qid=1729275119&sprefix=cook+books%2Caps%2C105&sr=8-18
246,Christmas,"Female, Male",20-60,"Partner, Friend, Husband, Wife, Boyfriend, Girlfriend, Mother, Father, Grandma, Grandpa",$20,$30,"Cooking, Food, Kitchen, Baking, Grilling, Apron","Adjustable Designer Kitchen Apron for Adults | 100% Machine Washable Cotton Cooking Apron with Pockets and Adjustable Neck Buckle | 27"" Wide x 33"" Long | Yellow Lemons","Each Sage and Stitch Adjustable Designer Kitchen Apron has a unique pattern so that you can stand out in your kitchen. Now you can toss away that plain black apron and wear something that fits your unique style! No matter your taste, our aprons are designed with you in mind!",4.7,https://www.amazon.com/Sage-Stitch-Adjustable-Cooking-Washable/dp/B07TVVFQ4B/ref=sr_1_2_sspa?crid=1N3B8622PASVK&dib=eyJ2IjoiMSJ9.XJAXB7_H6hMwkiZnwWYrS-HXh16slFryudlJloXrTR6L8DbFxrcDxk4l7EBpWw8icCaUl0UC1yvMoy8cT6vAdHXyMlElusT9yX2p1t-32L2SJA5bQH0nUIPBonJcnMXZMRnNJ6g6zhOFmr3CVAcXHC4EtWqXm6A1_JYR24i6Zb4i3QzCpitDNeQguiWDbB5TwenpVP4zwrNBoqP16aW-hPYjtuULMxyS1MzH2fv3NS815V3Q4kxMpyoiDnzeXWkGW7KYm2RROSmzEg2iDzfrCk02SF0LqgUwYhQTFCKW8Og.E_-8yEx0X9HWEA_rrSqEntS28rLonKjMqR2V1O_aerQ&dib_tag=se&keywords=cooking%2Bapron&qid=1729275259&sprefix=cooking%2Bapron%2Caps%2C104&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1
247,Christmas,"Female, Male",20-60,"Partner, Friend, Husband, Wife, Boyfriend, Girlfriend, Mother, Father, Grandma, Grandpa",$20,$30,"Coloring, Fun, Play, Art, Cozy, Relaxation",Caliart 41 Colors Dual Tip Art Markers Permanent Alcohol Based Markers Colored Artist Drawing Marker Pens Highlighters With Case for Coloring Animation Illustration Painting Card Making Underlining,"41 Vibrant Colors, alcohol-based ink. Excellent smudge-proof and waterproof qualities on most surfaces. Caliart Twin Tip Permanent Markers work well on paper, ceramics, plastic etc. Great as art markers, sketch markers, permanent markers, alcohol based markers.",4.6,https://www.amazon.com/Caliart-Permanent-Highlighters-Illustration-Underlining/dp/B073TWPHQN/ref=sr_1_2_sspa?crid=JM82OMEZ4ZWA&dib=eyJ2IjoiMSJ9.PnpapIWy7yFRx-ZoPOq-8ZX7ybT6t4Z3Xjv4CAx6OmdMx4x1CcODink80ZDlE6WDCJOOn5he2YJTXjycuyRKgWnyiodGn3nc6SSGYEJ-y2urf6MbpNuz_1AMyVosvjN-yG7t6CC-2c292x3Bwx9XkQGKg9Rxj55GMnUWNsVQuE5-vq--_q2Hon35u5CHx-LP3yAUhpiQ5Da42rduALpIn_y4aCI9buHVZecCGJLCIKVHOrgf58TWDaNNxT8m9JxmPPKukNkb4FmBM29-0MiMV3ttHcrOJhXsnqRu9wVhwx8.O4c-TNRpgOHW1Ik9Sec6zmvnOccxhzNxpnGIiVbgfOk&dib_tag=se&keywords=markers&qid=1729275395&sprefix=markers%2Caps%2C101&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1
248,Christmas,"Female, Male",2-12,"Child, Kid, Sibling, Brother, Sister, Niece, Nephew",$17,$21,"Coloring, Fun, Play, Art, Cozy, Relaxation, Kids","Crayola Ultra Clean Washable Markers (40ct), Coloring Markers for Kids, Back to School Supplies, Marker Set, Markers for School","Features 40 Crayola Ultra Clean Washable Markers in assorted colors that offer practicality, versatility, and creativity all in one package. Essential for any child’s artistic endeavors, these markers offer a range of colors and are perfect for a variety of creative projects.",4.8,https://www.amazon.com/Crayola-587858-Crayon-24/dp/B013RQPB5C/ref=sr_1_7?crid=JM82OMEZ4ZWA&dib=eyJ2IjoiMSJ9.PnpapIWy7yFRx-ZoPOq-8ZX7ybT6t4Z3Xjv4CAx6OmdMx4x1CcODink80ZDlE6WDCJOOn5he2YJTXjycuyRKgWnyiodGn3nc6SSGYEJ-y2urf6MbpNuz_1AMyVosvjN-yG7t6CC-2c292x3Bwx9XkQGKg9Rxj55GMnUWNsVQuE5-vq--_q2Hon35u5CHx-LP3yAUhpiQ5Da42rduALpIn_y4aCI9buHVZecCGJLCIKVHOrgf58TWDaNNxT8m9JxmPPKukNkb4FmBM29-0MiMV3ttHcrOJhXsnqRu9wVhwx8.O4c-TNRpgOHW1Ik9Sec6zmvnOccxhzNxpnGIiVbgfOk&dib_tag=se&keywords=markers&qid=1729275395&sprefix=markers%2Caps%2C101&sr=8-7
249,Anniversary,Female,16-60,"Wife, Girlfriend, Partner",$40,$50,"Jewelry, Rings, Accessory, Silver, Fashion",Pandora Band of Hearts Ring - Stackable Ring for Women - Sterling Silver - Size 6 - With Gift Box,"Simple yet elegant, this sterling silver ring is comprised of a series of connected hearts; With beaded details and a meaningful design, it will add a chic expression to every ring stack. Simple enough to match any style, this stackable ring lets you play with your style in a way that is unique to your personality. Give this ring to celebrate landmark occasions and commitment; Surprise your loved one on their special day, be it their anniversary, sweet 16 or birthday; Perfect as a promise ring, engagement ring, or wedding ring",4.7,https://www.amazon.com/PANDORA-Jewelry-Hearts-Sterling-Silver/dp/B0C4RLXK1K/ref=sr_1_1?crid=23GEWZ21LIO71&dib=eyJ2IjoiMSJ9.BQFJbThxE8ef5Kph-D9VwIazNUDLpJz19m67KvIVo8FEuryXk4dTkAp4K3PEEUPhmfmrH1DtySM-44my8hcZx2ljXqAK9MdLGHTrRvBM7ehAwDynT3nXOYvJpbU-LToy4xyjiCVS2HRFZ0uCv_Sl92vyTlYtosOiN9c9W8aG1SULB_eo_PSMA2dzeWjEOaGvAGPYqb3VuUBwt1bMYCz-Ql0P1BETu28IdiGV3d0whPEPPeLr6wft3HtTQEiwytCAQGvC99ojdqWvh927hfppOEk41sJ-3LLbN7yYn8LnEmY.LoDvvi05DkYxsD4DrtGlvHMHO8LuNSutxGFaA-wZUSU&dib_tag=se&keywords=pandora+ring&qid=1729275581&sprefix=pandora+ring%2Caps%2C121&sr=8-1
250,Anniversary,"Female, Male",16-60,"Wife, Girlfriend, Partner, Boyfriend, Husband",$20,$40,"Glassware, Kitchen, Drinks, Home","Ribbed Glassware Set of 12,Glass Cups 12 oz and 7 oz,Fluted Glassware,Ribbed Drinking Glasses,Stackable Glasses,Ripple Glassware,Gift Box Set","Elegant Whiskey Glass Set: A Perfect Blend of Style and Sophistication. Elevate your drinking experience with this stunning whiskey glass set, designed for those who appreciate both fine spirits and exquisite glassware. Each glass features a unique geometric shape that combines modern design with a touch of vintage charm. The durable crystal-clear glass construction not only showcases the vibrant colors of your drink but also ensures a solid, weighty feel in your hand, enhancing the overall drinking experience.Perfect for whiskey, bourbon, or any of your favorite beverages, this set is ideal for dinner parties, special occasions, or as a sophisticated gift for the drink enthusiast in your life. Whether you're toasting to a special moment or simply enjoying a quiet evening, these glasses add a touch of luxury and refinement to any setting. Packaged in a sleek, stylish box, they make for an excellent gift for weddings, birthdays, or holidays.",4.4,https://www.amazon.com/ISMASOAN-Glassware-Glasses-Drinking-Drinkware/dp/B0BRKPJKZL/ref=sr_1_6?crid=WNT7641FCEQW&dib=eyJ2IjoiMSJ9.KUuSMfQz0RGWrgmm173btE1dnIRoFI7RZggUsQRYlY0e8uTe19BW2NucCh9WlPLGJCDlpx-HqbWgt6sv4RTCzatJeH4-iLzWuiLyO2bQOl7QpUt0Xv54liPYtWkWMxxx29fTmTUm-UlCJ_hrdIwotgv3wBGJurMmqu0y5myemPvcW52Odci7o5dQNbHnIGz2MFRDVjjkzR2Ib0SGWItVdyDhiqMjgoMh1U5-YwFTb8y-LfSURRyVcGOgqmMYm4K_k7sWxe3AF5IJuRJ_kE7Jjl5TelHeQkPLJT2G47hAY9o.mLuFA9tRMb2POKCaNLB5jDjSk1m0LnP58RMveBaORTE&dib_tag=se&keywords=glassware%2Bglasses&qid=1729520392&sprefix=glassware%2Bglasses%2Caps%2C161&sr=8-6&th=1
251,Anniversary,"Female, Male",16-75,"Wife, Girlfriend, Partner, Boyfriend, Husband",$20,$40,"Glassware, Kitchen, Drinks, Home","Le'raze Drinking Glasses Set of 10 - Can Shaped Glass Cups, 16oz Iced Tea/Coffee Glasses, Tumbler, Cocktail Whiskey Soda Clear Water Beer Glasses","Versatile 10-Piece Drinking Glass Set: Elevate Your Everyday Sips Upgrade your glassware collection with this stylish 10-piece drinking glass set, perfect for both casual and special occasions. The set includes a variety of glass sizes, designed to meet all your beverage needs, whether you're serving water, juice, cocktails, or soda. Each glass features a clean, modern design with a sturdy base, offering durability and a comfortable grip for everyday use. Ideal for hosting dinner parties or enjoying a quiet night at home, these glasses are both functional and elegant, adding a touch of sophistication to any table setting. Dishwasher-safe and easy to clean, this set is perfect for those who value both style and convenience. It makes an excellent gift for housewarmings, weddings, or anyone looking to refresh their glassware collection.",4.7,https://www.amazon.com/Drinking-Glasses-10pc-Set-Cocktail/dp/B09BH1YTLD/ref=sr_1_18?crid=WNT7641FCEQW&dib=eyJ2IjoiMSJ9.EwRzfruajYKIG52_bxCsn1CNvQ9IVFdGKrDqFPQVzRIegip1hbSAqhdIrbDuItGfGx7pvQEjy6i29QAJ__x4z3eHZj6jxDlhSdvU6Kky3ERPfsHc2BPmPZypm_FgLjzCOr7rWq8Krl7DJgDmtyjquMHR_1eWsLgAyhE-fQ3D48m3yZnaV1cOAW_jhZu5BT78HyWLZGyk6bvXmCYvDWzHxF_digiAEN29tl38r7PljHsCEn7a08pxh4Sj4KGOSOxKtrSJkd4vs3_aOA3HLA9qv424lD6CrL9V4N6ByvZ-EEY.lKV3BpMvEUvrVgpU8I3QVL064pRTwJLr4FBnAQNgNAo&dib_tag=se&keywords=glassware+glasses&qid=1729520554&rnid=2941120011&s=kitchen&sprefix=glassware+glasses%2Caps%2C161&sr=1-18
